[ 01:01:33 ]AAAA :29 [°C], 71.93 RH, 925.71 mbar
[ 14:56:14 ]AAAA :29 [°C], 60.71 RH, 0.9206 bar
[ 14:56:14 ]BABE :27 [°C], 64.07 RH, 0.9213 bar
[ 14:56:14 ]EEEE :27 [°C], 64.54 RH, 0.9213 bar
[ 14:56:15 ]CCCC :28 [°C], 62.10 RH, 0.9213 bar
[ 14:56:15 ]AAAA :29 [°C], 60.74 RH, 0.9206 bar
[ 14:56:15 ]CACA :28 [°C], 59.95 RH, 0.9213 bar
[ 14:56:15 ]EEEE :27 [°C], 64.57 RH, 0.9206 bar
[ 14:56:15 ]BABE :27 [°C], 64.07 RH, 0.9225 bar
[ 14:56:16 ]CCCC :28 [°C], 62.10 RH, 0.9219 bar
[ 14:56:16 ]BABE :27 [°C], 64.07 RH, 0.9225 bar
[ 14:56:16 ]CACA :28 [°C], 59.98 RH, 0.9232 bar
[ 14:56:16 ]EEEE :27 [°C], 64.60 RH, 0.9200 bar
[ 14:56:16 ]AAAA :29 [°C], 60.77 RH, 0.9219 bar
[ 14:56:18 ]EEEE :27 [°C], 64.66 RH, 0.9200 bar
[ 14:56:18 ]AAAA :29 [°C], 60.77 RH, 0.9219 bar
[ 14:56:18 ]CCCC :28 [°C], 62.10 RH, 0.9206 bar
[ 14:56:18 ]CACA :28 [°C], 59.98 RH, 0.9213 bar
[ 14:56:19 ]CACA :28 [°C], 60.00 RH, 0.9219 bar
[ 14:56:19 ]CCCC :28 [°C], 62.10 RH, 0.9225 bar
[ 14:56:19 ]BABE :27 [°C], 64.10 RH, 0.9213 bar
[ 14:56:19 ]CACA :28 [°C], 60.00 RH, 0.9219 bar
[ 14:56:19 ]CACA :28 [°C], 60.00 RH, 0.9219 bar
[ 14:56:19 ]AAAA :29 [°C], 60.80 RH, 0.9219 bar
[ 14:56:19 ]EEEE :27 [°C], 64.66 RH, 0.9206 bar
[ 14:56:20 ]CCCC :28 [°C], 62.13 RH, 0.9206 bar
[ 14:56:20 ]AAAA :29 [°C], 60.80 RH, 0.9213 bar
[ 14:56:20 ]CCCC :28 [°C], 62.13 RH, 0.9225 bar
[ 14:56:20 ]BABE :27 [°C], 64.07 RH, 0.9213 bar
[ 14:56:20 ]CACA :28 [°C], 60.00 RH, 0.9213 bar
[ 14:56:20 ]EEEE :27 [°C], 64.63 RH, 0.9200 bar
[ 14:56:23 ]CACA :28 [°C], 59.92 RH, 0.9219 bar
[ 14:56:23 ]EEEE :27 [°C], 64.51 RH, 0.9206 bar
[ 14:56:23 ]AAAA :29 [°C], 60.69 RH, 0.9225 bar
[ 14:56:23 ]CCCC :28 [°C], 62.10 RH, 0.9206 bar
[ 14:56:23 ]EEEE :27 [°C], 64.51 RH, 0.9206 bar
[ 14:56:23 ]BABE :27 [°C], 63.97 RH, 0.9225 bar
[ 14:56:27 ]AAAA :29 [°C], 60.66 RH, 0.9219 bar
[ 14:56:27 ]CCCC :28 [°C], 62.10 RH, 0.9225 bar
[ 14:56:27 ]EEEE :27 [°C], 64.51 RH, 0.9213 bar
[ 14:56:27 ]BABE :27 [°C], 64.03 RH, 0.9225 bar
[ 14:56:27 ]CACA :28 [°C], 59.89 RH, 0.9219 bar
[ 14:56:29 ]CCCC :28 [°C], 62.10 RH, 0.9225 bar
[ 14:56:29 ]CACA :28 [°C], 59.89 RH, 0.9219 bar
[ 14:56:29 ]BABE :27 [°C], 64.08 RH, 0.9225 bar
[ 14:56:29 ]EEEE :27 [°C], 64.51 RH, 0.9200 bar
[ 14:56:29 ]AAAA :29 [°C], 60.66 RH, 0.9200 bar
[ 14:56:30 ]BABE :27 [°C], 64.11 RH, 0.9213 bar
[ 14:56:30 ]EEEE :27 [°C], 64.54 RH, 0.9200 bar
[ 14:56:30 ]CACA :28 [°C], 59.89 RH, 0.9213 bar
[ 14:56:30 ]CCCC :28 [°C], 62.07 RH, 0.9213 bar
[ 14:56:30 ]AAAA :29 [°C], 60.69 RH, 0.9225 bar
[ 14:56:30 ]EEEE :27 [°C], 64.54 RH, 0.9200 bar
[ 14:56:31 ]BABE :27 [°C], 64.14 RH, 0.9213 bar
[ 14:56:31 ]AAAA :29 [°C], 60.71 RH, 0.9213 bar
[ 14:56:31 ]CACA :28 [°C], 59.89 RH, 0.9232 bar
[ 14:56:32 ]EEEE :27 [°C], 64.57 RH, 0.9206 bar
[ 14:56:32 ]CCCC :28 [°C], 62.07 RH, 0.9213 bar
[ 14:56:33 ]CCCC :28 [°C], 62.07 RH, 0.9219 bar
[ 14:56:33 ]BABE :27 [°C], 64.17 RH, 0.9219 bar
[ 14:56:34 ]CACA :28 [°C], 59.89 RH, 0.9232 bar
[ 14:56:34 ]EEEE :27 [°C], 64.63 RH, 0.9200 bar
[ 14:56:34 ]AAAA :29 [°C], 60.86 RH, 0.9206 bar
[ 14:56:34 ]CACA :28 [°C], 59.89 RH, 0.9213 bar
[ 14:56:34 ]EEEE :27 [°C], 64.66 RH, 0.9200 bar
[ 14:56:35 ]AAAA :29 [°C], 60.96 RH, 0.9206 bar
[ 14:56:35 ]BABE :27 [°C], 64.23 RH, 0.9213 bar
[ 14:56:35 ]CCCC :28 [°C], 62.07 RH, 0.9225 bar
[ 14:56:37 ]CCCC :28 [°C], 62.07 RH, 0.9219 bar
[ 14:56:37 ]EEEE :27 [°C], 64.78 RH, 0.9213 bar
[ 14:56:37 ]BABE :27 [°C], 64.28 RH, 0.9225 bar
[ 14:56:37 ]CACA :28 [°C], 59.95 RH, 0.9206 bar
[ 14:56:37 ]AAAA :29 [°C], 61.07 RH, 0.9206 bar
[ 14:56:37 ]CACA :28 [°C], 59.95 RH, 0.9219 bar
[ 14:56:37 ]AAAA :29 [°C], 61.07 RH, 0.9206 bar
[ 14:56:38 ]CACA :28 [°C], 59.98 RH, 0.9219 bar
[ 14:56:38 ]BABE :27 [°C], 64.28 RH, 0.9206 bar
[ 14:56:38 ]CCCC :28 [°C], 62.10 RH, 0.9225 bar
[ 14:56:38 ]EEEE :27 [°C], 64.84 RH, 0.9206 bar
[ 14:56:38 ]AAAA :29 [°C], 61.07 RH, 0.9206 bar
[ 14:56:38 ]BABE :27 [°C], 64.28 RH, 0.9225 bar
[ 14:56:39 ]BABE :27 [°C], 64.28 RH, 0.9225 bar
[ 14:56:39 ]EEEE :27 [°C], 64.87 RH, 0.9200 bar
[ 14:56:39 ]AAAA :29 [°C], 61.07 RH, 0.9219 bar
[ 14:56:39 ]CACA :28 [°C], 60.06 RH, 0.9219 bar
[ 14:56:39 ]EEEE :27 [°C], 64.87 RH, 0.9206 bar
[ 14:56:39 ]CCCC :28 [°C], 62.16 RH, 0.9219 bar
[ 14:56:40 ]EEEE :27 [°C], 64.87 RH, 0.9206 bar
[ 14:56:40 ]CCCC :28 [°C], 62.16 RH, 0.9213 bar
[ 14:56:40 ]CACA :28 [°C], 60.09 RH, 0.9219 bar
[ 14:56:40 ]EEEE :27 [°C], 64.84 RH, 0.9213 bar
[ 14:56:40 ]BABE :27 [°C], 64.25 RH, 0.9225 bar
[ 14:56:40 ]AAAA :29 [°C], 61.01 RH, 0.9219 bar
[ 14:56:41 ]EEEE :27 [°C], 64.84 RH, 0.9206 bar
[ 14:56:41 ]AAAA :29 [°C], 61.01 RH, 0.9219 bar
[ 14:56:41 ]BABE :27 [°C], 64.23 RH, 0.9219 bar
[ 14:56:41 ]CCCC :28 [°C], 62.18 RH, 0.9225 bar
[ 14:56:41 ]CACA :28 [°C], 60.09 RH, 0.9219 bar
[ 14:56:43 ]CACA :28 [°C], 60.12 RH, 0.9219 bar
[ 14:56:43 ]AAAA :29 [°C], 60.93 RH, 0.9219 bar
[ 14:56:43 ]EEEE :27 [°C], 64.78 RH, 0.9200 bar
[ 14:56:43 ]BABE :27 [°C], 64.20 RH, 0.9225 bar
[ 14:56:43 ]CCCC :28 [°C], 62.21 RH, 0.9206 bar
[ 14:56:44 ]CCCC :28 [°C], 62.21 RH, 0.9225 bar
[ 14:56:44 ]AAAA :29 [°C], 60.89 RH, 0.9225 bar
[ 14:56:44 ]CACA :28 [°C], 60.12 RH, 0.9219 bar
[ 14:56:44 ]EEEE :27 [°C], 64.78 RH, 0.9213 bar
[ 14:56:44 ]AAAA :29 [°C], 60.89 RH, 0.9219 bar
[ 14:56:44 ]AAAA :29 [°C], 60.89 RH, 0.9219 bar
[ 14:56:44 ]BABE :27 [°C], 64.17 RH, 0.9213 bar
[ 14:56:45 ]BABE :27 [°C], 64.14 RH, 0.9213 bar
[ 14:56:45 ]AAAA :29 [°C], 60.89 RH, 0.9206 bar
[ 14:56:45 ]CACA :28 [°C], 60.09 RH, 0.9219 bar
[ 14:56:45 ]EEEE :27 [°C], 64.78 RH, 0.9219 bar
[ 14:56:46 ]AAAA :29 [°C], 60.86 RH, 0.9219 bar
[ 14:56:46 ]BABE :27 [°C], 64.14 RH, 0.9213 bar
[ 14:56:46 ]EEEE :27 [°C], 64.78 RH, 0.9213 bar
[ 14:56:46 ]CCCC :28 [°C], 62.21 RH, 0.9213 bar
[ 14:56:46 ]CACA :28 [°C], 60.06 RH, 0.9219 bar
[ 14:56:47 ]BABE :27 [°C], 64.17 RH, 0.9225 bar
[ 14:56:47 ]EEEE :27 [°C], 64.78 RH, 0.9206 bar
[ 14:56:47 ]CACA :28 [°C], 60.06 RH, 0.9232 bar
[ 14:56:47 ]AAAA :29 [°C], 60.86 RH, 0.9206 bar
[ 14:56:47 ]CCCC :28 [°C], 62.21 RH, 0.9213 bar
[ 14:56:48 ]CACA :28 [°C], 60.00 RH, 0.9219 bar
[ 14:56:48 ]CCCC :28 [°C], 62.18 RH, 0.9219 bar
[ 14:56:48 ]BABE :27 [°C], 64.17 RH, 0.9225 bar
[ 14:56:48 ]AAAA :29 [°C], 60.89 RH, 0.9219 bar
[ 14:56:48 ]EEEE :27 [°C], 64.78 RH, 0.9206 bar
[ 14:56:49 ]CACA :28 [°C], 60.00 RH, 0.9219 bar
[ 14:56:49 ]CCCC :28 [°C], 62.18 RH, 0.9213 bar
[ 14:56:49 ]EEEE :27 [°C], 64.78 RH, 0.9200 bar
[ 14:56:49 ]AAAA :29 [°C], 60.89 RH, 0.9206 bar
[ 14:56:49 ]BABE :27 [°C], 64.17 RH, 0.9219 bar
[ 14:56:50 ]CACA :28 [°C], 60.06 RH, 0.9219 bar
[ 14:56:50 ]CCCC :28 [°C], 62.18 RH, 0.9219 bar
[ 14:56:50 ]EEEE :27 [°C], 64.78 RH, 0.9200 bar
[ 14:56:50 ]AAAA :29 [°C], 60.89 RH, 0.9206 bar
[ 14:56:50 ]BABE :27 [°C], 64.20 RH, 0.9225 bar
[ 14:56:51 ]CCCC :28 [°C], 62.21 RH, 0.9225 bar
[ 14:56:51 ]AAAA :29 [°C], 60.89 RH, 0.9219 bar
[ 14:56:51 ]BABE :27 [°C], 64.20 RH, 0.9206 bar
[ 14:56:51 ]CACA :28 [°C], 60.09 RH, 0.9219 bar
[ 14:56:51 ]EEEE :27 [°C], 64.78 RH, 0.9206 bar
[ 14:56:52 ]EEEE :27 [°C], 64.78 RH, 0.9213 bar
[ 14:56:52 ]CCCC :28 [°C], 62.24 RH, 0.9225 bar
[ 14:56:52 ]AAAA :29 [°C], 60.93 RH, 0.9213 bar
[ 14:56:52 ]BABE :27 [°C], 64.23 RH, 0.9225 bar
[ 14:56:52 ]CACA :28 [°C], 60.09 RH, 0.9219 bar
[ 14:56:54 ]CCCC :28 [°C], 62.30 RH, 0.9225 bar
[ 14:56:54 ]CCCC :28 [°C], 62.30 RH, 0.9225 bar
[ 14:56:54 ]EEEE :27 [°C], 64.84 RH, 0.9219 bar
[ 14:56:54 ]AAAA :29 [°C], 60.96 RH, 0.9206 bar
[ 14:56:54 ]CACA :28 [°C], 60.15 RH, 0.9219 bar
[ 14:56:54 ]BABE :27 [°C], 64.25 RH, 0.9225 bar
[ 14:56:55 ]EEEE :27 [°C], 64.84 RH, 0.9200 bar
[ 14:56:55 ]CACA :28 [°C], 60.15 RH, 0.9219 bar
[ 14:56:55 ]CCCC :28 [°C], 62.33 RH, 0.9213 bar
[ 14:56:55 ]AAAA :29 [°C], 60.96 RH, 0.9213 bar
[ 14:56:55 ]BABE :27 [°C], 64.28 RH, 0.9225 bar
[ 14:56:56 ]CCCC :28 [°C], 62.35 RH, 0.9213 bar
[ 14:56:56 ]BABE :27 [°C], 64.28 RH, 0.9232 bar
[ 14:56:57 ]CACA :28 [°C], 60.18 RH, 0.9219 bar
[ 14:56:57 ]CCCC :28 [°C], 62.35 RH, 0.9238 bar
[ 14:56:57 ]AAAA :29 [°C], 60.96 RH, 0.9219 bar
[ 14:56:57 ]EEEE :27 [°C], 64.84 RH, 0.9213 bar
[ 14:56:57 ]CACA :28 [°C], 60.18 RH, 0.9219 bar
[ 14:56:59 ]BABE :27 [°C], 64.34 RH, 0.9225 bar
[ 14:56:59 ]EEEE :27 [°C], 64.84 RH, 0.9206 bar
[ 14:57:00 ]CCCC :28 [°C], 62.35 RH, 0.9213 bar
[ 14:57:00 ]CACA :28 [°C], 60.18 RH, 0.9219 bar
[ 14:57:00 ]AAAA :29 [°C], 60.96 RH, 0.9225 bar
[ 14:57:00 ]CACA :28 [°C], 60.15 RH, 0.9232 bar
[ 14:57:01 ]AAAA :29 [°C], 60.96 RH, 0.9219 bar
[ 14:57:01 ]CCCC :28 [°C], 62.35 RH, 0.9225 bar
[ 14:57:01 ]BABE :27 [°C], 64.34 RH, 0.9213 bar
[ 14:57:01 ]EEEE :27 [°C], 64.84 RH, 0.9200 bar
[ 14:57:02 ]BABE :27 [°C], 64.34 RH, 0.9225 bar
[ 14:57:02 ]AAAA :29 [°C], 60.96 RH, 0.9225 bar
[ 14:57:02 ]EEEE :27 [°C], 64.87 RH, 0.9219 bar
[ 14:57:02 ]CACA :28 [°C], 60.15 RH, 0.9219 bar
[ 14:57:03 ]CACA :28 [°C], 60.15 RH, 0.9219 bar
[ 14:57:03 ]AAAA :29 [°C], 60.96 RH, 0.9225 bar
[ 14:57:03 ]EEEE :27 [°C], 64.84 RH, 0.9200 bar
[ 14:57:03 ]CCCC :28 [°C], 62.35 RH, 0.9225 bar
[ 14:57:03 ]BABE :27 [°C], 64.37 RH, 0.9225 bar
[ 14:57:04 ]CCCC :28 [°C], 62.35 RH, 0.9213 bar
[ 14:57:04 ]CACA :28 [°C], 60.15 RH, 0.9219 bar
[ 14:57:04 ]EEEE :27 [°C], 64.84 RH, 0.9206 bar
[ 14:57:04 ]BABE :27 [°C], 64.37 RH, 0.9213 bar
[ 14:57:04 ]AAAA :29 [°C], 60.96 RH, 0.9219 bar
[ 14:57:06 ]BABE :27 [°C], 64.34 RH, 0.9206 bar
[ 14:57:06 ]AAAA :29 [°C], 60.96 RH, 0.9219 bar
[ 14:57:06 ]CACA :28 [°C], 60.12 RH, 0.9213 bar
[ 14:57:06 ]EEEE :27 [°C], 64.87 RH, 0.9213 bar
[ 14:57:06 ]CCCC :28 [°C], 62.33 RH, 0.9225 bar
[ 14:57:07 ]EEEE :27 [°C], 64.90 RH, 0.9200 bar
[ 14:57:07 ]CCCC :28 [°C], 62.30 RH, 0.9213 bar
[ 14:57:07 ]BABE :27 [°C], 64.34 RH, 0.9225 bar
[ 14:57:07 ]CCCC :28 [°C], 62.30 RH, 0.9225 bar
[ 14:57:07 ]CACA :28 [°C], 60.09 RH, 0.9219 bar
[ 14:57:07 ]AAAA :29 [°C], 61.01 RH, 0.9206 bar
[ 14:57:07 ]BABE :27 [°C], 64.34 RH, 0.9213 bar
[ 14:57:07 ]EEEE :27 [°C], 64.90 RH, 0.9200 bar
[ 14:57:09 ]EEEE :27 [°C], 64.98 RH, 0.9219 bar
[ 14:57:09 ]CCCC :28 [°C], 62.27 RH, 0.9200 bar
[ 14:57:09 ]AAAA :29 [°C], 61.01 RH, 0.9206 bar
[ 14:57:09 ]CACA :28 [°C], 60.09 RH, 0.9219 bar
[ 14:57:09 ]BABE :27 [°C], 64.37 RH, 0.9225 bar
[ 14:57:09 ]CCCC :28 [°C], 62.27 RH, 0.9213 bar
[ 14:57:10 ]CACA :28 [°C], 60.12 RH, 0.9219 bar
[ 14:57:10 ]BABE :27 [°C], 64.37 RH, 0.9206 bar
[ 14:57:10 ]AAAA :29 [°C], 61.04 RH, 0.9206 bar
[ 14:57:10 ]EEEE :27 [°C], 64.95 RH, 0.9200 bar
[ 14:57:10 ]CCCC :28 [°C], 62.28 RH, 0.9225 bar
[ 14:57:11 ]BABE :27 [°C], 64.34 RH, 0.9225 bar
[ 14:57:11 ]CCCC :28 [°C], 62.27 RH, 0.9213 bar
[ 14:57:11 ]EEEE :27 [°C], 64.90 RH, 0.9213 bar
[ 14:57:11 ]AAAA :29 [°C], 61.01 RH, 0.9219 bar
[ 14:57:11 ]CACA :28 [°C], 60.12 RH, 0.9206 bar
[ 14:57:12 ]EEEE :27 [°C], 64.87 RH, 0.9200 bar
[ 14:57:12 ]CCCC :28 [°C], 62.24 RH, 0.9219 bar
[ 14:57:12 ]CACA :28 [°C], 60.09 RH, 0.9219 bar
[ 14:57:12 ]AAAA :29 [°C], 60.96 RH, 0.9219 bar
[ 14:57:12 ]CCCC :28 [°C], 62.24 RH, 0.9213 bar
[ 14:57:12 ]BABE :27 [°C], 64.31 RH, 0.9213 bar
[ 14:57:14 ]CCCC :28 [°C], 62.21 RH, 0.9213 bar
[ 14:57:14 ]AAAA :29 [°C], 60.93 RH, 0.9206 bar
[ 14:57:14 ]CACA :28 [°C], 60.00 RH, 0.9219 bar
[ 14:57:14 ]EEEE :27 [°C], 64.84 RH, 0.9200 bar
[ 14:57:15 ]CACA :28 [°C], 60.00 RH, 0.9219 bar
[ 14:57:15 ]CCCC :28 [°C], 62.21 RH, 0.9200 bar
[ 14:57:15 ]EEEE :27 [°C], 64.84 RH, 0.9219 bar
[ 14:57:15 ]AAAA :29 [°C], 60.96 RH, 0.9225 bar
[ 14:57:15 ]CCCC :28 [°C], 62.21 RH, 0.9206 bar
[ 14:57:15 ]BABE :27 [°C], 64.34 RH, 0.9219 bar
[ 14:57:15 ]BABE :27 [°C], 64.34 RH, 0.9238 bar
[ 14:57:16 ]AAAA :29 [°C], 60.96 RH, 0.9206 bar
[ 14:57:16 ]CACA :28 [°C], 60.00 RH, 0.9206 bar
[ 14:57:16 ]CCCC :28 [°C], 62.18 RH, 0.9213 bar
[ 14:57:16 ]AAAA :29 [°C], 60.96 RH, 0.9219 bar
[ 14:57:16 ]EEEE :27 [°C], 64.87 RH, 0.9206 bar
[ 14:57:17 ]CACA :28 [°C], 60.00 RH, 0.9219 bar
[ 14:57:17 ]CACA :28 [°C], 60.00 RH, 0.9219 bar
[ 14:57:17 ]CACA :28 [°C], 60.00 RH, 0.9219 bar
[ 14:57:17 ]BABE :27 [°C], 64.40 RH, 0.9206 bar
[ 14:57:17 ]EEEE :27 [°C], 64.87 RH, 0.9206 bar
[ 14:57:17 ]AAAA :29 [°C], 60.96 RH, 0.9219 bar
[ 14:57:18 ]CACA :28 [°C], 60.00 RH, 0.9232 bar
[ 14:57:18 ]BABE :27 [°C], 64.40 RH, 0.9213 bar
[ 14:57:18 ]EEEE :27 [°C], 64.87 RH, 0.9213 bar
[ 14:57:18 ]CCCC :28 [°C], 62.21 RH, 0.9225 bar
[ 14:57:18 ]AAAA :29 [°C], 60.99 RH, 0.9219 bar
[ 14:57:19 ]CCCC :28 [°C], 62.21 RH, 0.9219 bar
[ 14:57:19 ]BABE :27 [°C], 64.40 RH, 0.9225 bar
[ 14:57:19 ]AAAA :29 [°C], 60.99 RH, 0.9219 bar
[ 14:57:19 ]EEEE :27 [°C], 64.87 RH, 0.9200 bar
[ 14:57:19 ]CACA :28 [°C], 60.06 RH, 0.9219 bar
[ 14:57:20 ]EEEE :27 [°C], 64.87 RH, 0.9206 bar
[ 14:57:20 ]BABE :27 [°C], 64.40 RH, 0.9213 bar
[ 14:57:20 ]CCCC :28 [°C], 62.21 RH, 0.9225 bar
[ 14:57:20 ]AAAA :29 [°C], 61.01 RH, 0.9225 bar
[ 14:57:20 ]CACA :28 [°C], 60.06 RH, 0.9232 bar
[ 14:57:22 ]CCCC :28 [°C], 62.24 RH, 0.9238 bar
[ 14:57:22 ]BABE :27 [°C], 64.45 RH, 0.9225 bar
[ 14:57:22 ]CACA :28 [°C], 60.12 RH, 0.9219 bar
[ 14:57:22 ]EEEE :27 [°C], 64.87 RH, 0.9219 bar
[ 14:57:22 ]EEEE :27 [°C], 64.87 RH, 0.9219 bar
[ 14:57:23 ]AAAA :29 [°C], 61.07 RH, 0.9225 bar
[ 14:57:24 ]BABE :27 [°C], 64.50 RH, 0.9213 bar
[ 14:57:24 ]BABE :27 [°C], 64.50 RH, 0.9213 bar
[ 14:57:24 ]AAAA :29 [°C], 61.10 RH, 0.9219 bar
[ 14:57:24 ]CCCC :28 [°C], 62.27 RH, 0.9213 bar
[ 14:57:24 ]CACA :28 [°C], 60.15 RH, 0.9219 bar
[ 14:57:25 ]EEEE :27 [°C], 64.95 RH, 0.9200 bar
[ 14:57:25 ]CCCC :28 [°C], 62.27 RH, 0.9225 bar
[ 14:57:25 ]CACA :28 [°C], 60.18 RH, 0.9219 bar
[ 14:57:26 ]BABE :27 [°C], 64.50 RH, 0.9213 bar
[ 14:57:26 ]AAAA :29 [°C], 61.10 RH, 0.9219 bar
[ 14:57:26 ]EEEE :27 [°C], 64.95 RH, 0.9194 bar
[ 14:57:28 ]CACA :28 [°C], 60.18 RH, 0.9219 bar
[ 14:57:28 ]EEEE :27 [°C], 64.90 RH, 0.9200 bar
[ 14:57:28 ]BABE :27 [°C], 64.48 RH, 0.9219 bar
[ 14:57:29 ]CCCC :28 [°C], 62.24 RH, 0.9213 bar
[ 14:57:29 ]AAAA :29 [°C], 61.10 RH, 0.9219 bar
[ 14:57:30 ]CCCC :28 [°C], 62.24 RH, 0.9213 bar
[ 14:57:30 ]AAAA :29 [°C], 61.07 RH, 0.9219 bar
[ 14:57:30 ]EEEE :27 [°C], 64.90 RH, 0.9206 bar
[ 14:57:30 ]AAAA :29 [°C], 61.07 RH, 0.9206 bar
[ 14:57:30 ]AAAA :29 [°C], 61.07 RH, 0.9206 bar
[ 14:57:30 ]CACA :28 [°C], 60.18 RH, 0.9219 bar
[ 14:57:30 ]BABE :27 [°C], 64.50 RH, 0.9213 bar
[ 14:57:32 ]CCCC :28 [°C], 62.28 RH, 0.9225 bar
[ 14:57:32 ]EEEE :27 [°C], 64.90 RH, 0.9194 bar
[ 14:57:32 ]CACA :28 [°C], 60.15 RH, 0.9219 bar
[ 14:57:32 ]AAAA :29 [°C], 61.07 RH, 0.9206 bar
[ 14:57:32 ]BABE :27 [°C], 64.50 RH, 0.9213 bar
[ 14:57:33 ]CCCC :28 [°C], 62.24 RH, 0.9206 bar
[ 14:57:33 ]CCCC :28 [°C], 62.24 RH, 0.9206 bar
[ 14:57:33 ]AAAA :29 [°C], 61.10 RH, 0.9206 bar
[ 14:57:33 ]EEEE :27 [°C], 64.95 RH, 0.9200 bar
[ 14:57:33 ]BABE :27 [°C], 64.53 RH, 0.9225 bar
[ 14:57:33 ]CACA :28 [°C], 60.18 RH, 0.9219 bar
[ 14:57:34 ]EEEE :27 [°C], 64.95 RH, 0.9206 bar
[ 14:57:34 ]CCCC :28 [°C], 62.24 RH, 0.9206 bar
[ 14:57:34 ]AAAA :29 [°C], 61.13 RH, 0.9219 bar
[ 14:57:34 ]CACA :28 [°C], 60.18 RH, 0.9232 bar
[ 14:57:34 ]BABE :27 [°C], 64.53 RH, 0.9238 bar
[ 14:57:35 ]CCCC :28 [°C], 62.24 RH, 0.9213 bar
[ 14:57:35 ]EEEE :27 [°C], 64.95 RH, 0.9200 bar
[ 14:57:35 ]AAAA :29 [°C], 61.13 RH, 0.9219 bar
[ 14:57:35 ]BABE :27 [°C], 64.53 RH, 0.9225 bar
[ 14:57:35 ]CACA :28 [°C], 60.18 RH, 0.9219 bar
[ 14:57:39 ]BABE :27 [°C], 64.53 RH, 0.9213 bar
[ 14:57:39 ]EEEE :27 [°C], 64.98 RH, 0.9219 bar
[ 14:57:39 ]AAAA :29 [°C], 61.13 RH, 0.9225 bar
[ 14:57:39 ]CACA :28 [°C], 60.18 RH, 0.9219 bar
[ 14:57:42 ]CCCC :28 [°C], 62.30 RH, 0.9225 bar
[ 14:57:42 ]AAAA :29 [°C], 61.13 RH, 0.9219 bar
[ 14:57:42 ]CACA :28 [°C], 60.22 RH, 0.9219 bar
[ 14:57:42 ]EEEE :27 [°C], 65.01 RH, 0.9206 bar
[ 14:57:42 ]BABE :27 [°C], 64.50 RH, 0.9225 bar
[ 14:57:44 ]EEEE :27 [°C], 65.01 RH, 0.9213 bar
[ 14:57:44 ]AAAA :29 [°C], 61.13 RH, 0.9219 bar
[ 14:57:44 ]BABE :27 [°C], 64.45 RH, 0.9225 bar
[ 14:57:44 ]CACA :28 [°C], 60.22 RH, 0.9206 bar
[ 14:57:44 ]CCCC :28 [°C], 62.34 RH, 0.9206 bar
[ 14:57:44 ]EEEE :27 [°C], 65.01 RH, 0.9206 bar
[ 14:57:45 ]CACA :28 [°C], 60.22 RH, 0.9219 bar
[ 14:57:45 ]BABE :27 [°C], 64.45 RH, 0.9213 bar
[ 14:57:45 ]CCCC :28 [°C], 62.30 RH, 0.9213 bar
[ 14:57:45 ]BABE :27 [°C], 64.45 RH, 0.9219 bar
[ 14:57:45 ]EEEE :27 [°C], 65.01 RH, 0.9200 bar
[ 14:57:45 ]AAAA :29 [°C], 61.10 RH, 0.9213 bar
[ 14:57:46 ]CCCC :28 [°C], 62.30 RH, 0.9213 bar
[ 14:57:46 ]EEEE :27 [°C], 65.01 RH, 0.9206 bar
[ 14:57:46 ]BABE :27 [°C], 64.42 RH, 0.9213 bar
[ 14:57:46 ]CACA :28 [°C], 60.18 RH, 0.9219 bar
[ 14:57:46 ]AAAA :29 [°C], 61.07 RH, 0.9225 bar
[ 14:57:47 ]CCCC :28 [°C], 62.30 RH, 0.9225 bar
[ 14:57:47 ]EEEE :27 [°C], 64.98 RH, 0.9206 bar
[ 14:57:47 ]CACA :28 [°C], 60.18 RH, 0.9219 bar
[ 14:57:47 ]BABE :27 [°C], 64.45 RH, 0.9213 bar
[ 14:57:47 ]AAAA :29 [°C], 61.07 RH, 0.9213 bar
[ 14:57:48 ]EEEE :27 [°C], 64.98 RH, 0.9213 bar
[ 14:57:48 ]CCCC :28 [°C], 62.30 RH, 0.9225 bar
[ 14:57:48 ]CACA :28 [°C], 60.22 RH, 0.9206 bar
[ 14:57:48 ]AAAA :29 [°C], 61.10 RH, 0.9225 bar
[ 14:57:48 ]BABE :27 [°C], 64.48 RH, 0.9213 bar
[ 14:57:51 ]EEEE :27 [°C], 64.95 RH, 0.9200 bar
[ 14:57:51 ]CACA :28 [°C], 60.22 RH, 0.9219 bar
[ 14:57:51 ]CCCC :28 [°C], 62.37 RH, 0.9213 bar
[ 14:57:51 ]BABE :27 [°C], 64.48 RH, 0.9213 bar
[ 14:57:51 ]AAAA :29 [°C], 61.07 RH, 0.9225 bar
[ 14:57:54 ]CACA :28 [°C], 60.24 RH, 0.9219 bar
[ 14:57:54 ]BABE :27 [°C], 64.45 RH, 0.9225 bar
[ 14:57:54 ]AAAA :29 [°C], 61.07 RH, 0.9225 bar
[ 14:57:54 ]BABE :27 [°C], 64.45 RH, 0.9213 bar
[ 14:57:54 ]EEEE :27 [°C], 64.90 RH, 0.9206 bar
[ 14:57:54 ]CCCC :28 [°C], 62.34 RH, 0.9206 bar
[ 14:57:55 ]EEEE :27 [°C], 64.90 RH, 0.9206 bar
[ 14:57:55 ]BABE :27 [°C], 64.45 RH, 0.9225 bar
